title,link,cited_number,cited_papers_link,related_papers_link,snippet,versions_number,all_versions_link,paper_id
3D space-charge model for GPT simulations of high brightness electron bunches,https://books.google.com/books?hl=en&lr=&id=b0RZDwAAQBAJ&oi=fnd&pg=PA101&dq=gpt&ots=XXOT-ySsNt&sig=1yC1IlLCLQ-Rljp8ZNEHwi5yBWY,79,"https://scholar.google.com/scholar?cites=5667467476325687173&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:hd94ZqTjpk4J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","For the simulation of high-brightness electron bunches, a new 3D space-charge model is being implemented in the General Particle Tracer (GPT) code. It is based on a non-equidistant …",13,"https://scholar.google.com/scholar?cluster=5667467476325687173&hl=en&as_sdt=0,5",dPfBkulW
Exploring the design of prompts for applying gpt-3 based chatbots: A mental wellbeing case study on mechanical turk,https://arxiv.org/abs/2209.11344,17,"https://scholar.google.com/scholar?cites=5632639569842376970&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:CpFDhNgnK04J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Large-Language Models like GPT-3 have potential to enable HCI designers … GPT-3 for a specific task is challenging. We present a case study in tackling these questions, applying GPT-…",2,"https://scholar.google.com/scholar?cluster=5632639569842376970&hl=en&as_sdt=0,5",SactOJkq
A Chat (GPT) about the future of scientific publishing,https://www.researchgate.net/profile/Sarah-Spencer-17/publication/368929332_A_ChatGPT_about_the_future_of_scientific_publishing/links/6479c4322cad460a1bee0caf/A-ChatGPT-about-the-future-of-scientific-publishing.pdf,92,"https://scholar.google.com/scholar?cites=12005950977931996355&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:w-xj3s20naYJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","Recently, AI in science has taken another leap forward in the release of the large language model software, ChatGPT, a publicly accessible tool developed by OpenAI (https://chat. …",3,"https://scholar.google.com/scholar?cluster=12005950977931996355&hl=en&as_sdt=0,5",opNFz9WT
Machine intuition: Uncovering human-like intuitive decision-making in GPT-3.5,https://arxiv.org/abs/2212.05206,19,"https://scholar.google.com/scholar?cites=8278671621657875572&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:dFQGRfq_43IJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Our results show that GPT-3.5 systematically exhibits “machine intuition,” meaning that it … We investigate several approaches to test how sturdy GPT-3.5’s inclination for intuitive-like …",2,"https://scholar.google.com/scholar?cluster=8278671621657875572&hl=en&as_sdt=0,5",WAkfoL3g
A GPT‐4 Reticular Chemist for Guiding MOF Discovery,https://onlinelibrary.wiley.com/doi/abs/10.1002/anie.202311983,1,"https://scholar.google.com/scholar?cites=9291294371847950363&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"… [4] In the present report, we use GPT-4 as a demonstration of how this could … GPT-4 into the iterative process of chemical experimentation and propose a novel framework wherein GPT-…",4,"https://scholar.google.com/scholar?cluster=9291294371847950363&hl=en&as_sdt=0,5",e83l2bKq
"Who is GPT-3? an exploration of personality, values and demographics",https://arxiv.org/abs/2209.14338,32,"https://scholar.google.com/scholar?cites=7154546427337645224&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:qByAuhEOSmMJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… GPT-3 to assess its personality, the values it holds and its self-reported demographics. Our results show that GPT… We provide the first evidence of psychological assessment of the GPT-3 …",4,"https://scholar.google.com/scholar?cluster=7154546427337645224&hl=en&as_sdt=0,5",E4GlKRvD
GPT3-to-plan: Extracting plans from text using GPT-3,https://arxiv.org/abs/2106.07131,33,"https://scholar.google.com/scholar?cites=6588253297458903136&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:YHhVzXctblsJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Particularly, we show that GPT-3 is able to generate plan … Ordering We want to assess whether GPT-3 is capable of … appear in the opposite order, GPT-3 places them as expected. …",4,"https://scholar.google.com/scholar?cluster=6588253297458903136&hl=en&as_sdt=0,5",Ny128iLF
Assessing the quality of student-generated short answer questions using GPT-3,https://link.springer.com/chapter/10.1007/978-3-031-16290-9_18,40,"https://scholar.google.com/scholar?cites=11105167511511054376&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:KDjTlgN7HZoJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Our second evaluation method utilizes GPT-3, a language … In this work, we used GPT-3 to perform classification on the … To make this classification, we first fine-tuned a GPT-3 Ada model …",5,"https://scholar.google.com/scholar?cluster=11105167511511054376&hl=en&as_sdt=0,5",sSUAuk8E
Artificial intelligence in sports medicine: could GPT-4 make human doctors obsolete?,https://link.springer.com/article/10.1007/s10439-023-03213-1,15,"https://scholar.google.com/scholar?cites=13052472981302449300&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:lJTqggWzI7UJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… , GPT-4 could contribute to this field in the following ways: firstly, with the self-learning capabilities, GPT-4 … Therefore, when it comes back to the question that could GPT-4 make sports …",3,"https://scholar.google.com/scholar?cluster=13052472981302449300&hl=en&as_sdt=0,5",acEtFRK0
"Translating radiology reports into plain language using chatgpt and gpt-4 with prompt learning: Promising results, limitations, and potential",https://arxiv.org/abs/2303.09038,28,"https://scholar.google.com/scholar?cites=17555092376776372481&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:AXHsfIE3oPMJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… performs better on multiple tasks like uniform bar exam than its predecessor GPT-3.5 [17]. Our results on GPT-4 also demontrate the significant improvemnt compared with ChatGPT. …,2,"https://scholar.google.com/scholar?cluster=17555092376776372481&hl=en&as_sdt=0,5",oSQyEIuj
Synthetic biological signals machine-generated by GPT-2 improve the classification of EEG and EMG through data augmentation,https://ieeexplore.ieee.org/document/9345373/,36,"https://scholar.google.com/scholar?cites=12221774300099518531&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:QyBu4vh2nKkJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… We show for the first time that multiple GPT-2 models can machine-generate … GPT-2 generated EEG data can classify a real EEG dataset at 74.71% accuracy and models trained on GPT-…,11,"https://scholar.google.com/scholar?cluster=12221774300099518531&hl=en&as_sdt=0,5",aw1G8Je6
Molecular analysis of spontaneous mutations at the gpt locus in Chinese hamster ovary (AS52) cells,https://www.sciencedirect.com/science/article/pii/0165111089900286,157,"https://scholar.google.com/scholar?cites=14869902942634119227&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:OxA-NPGBXM4J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… The gpt locus in AS52 cells is extremely stable, giving rise to … gpt sequences in vitro. The PCR product was then sequenced without further cloning manipulations to directly identify gpt …",4,"https://scholar.google.com/scholar?cluster=14869902942634119227&hl=en&as_sdt=0,5",ukwfemoc
Annie Chan: Three Short Stories Written with Chat GPT,no_link,49,"https://scholar.google.com/scholar?cites=5136613062256173830&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:BiNpfF3qSEcJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",no_snippet,2,"https://scholar.google.com/scholar?cluster=5136613062256173830&hl=en&as_sdt=0,5",O4fX0kTr
Mm-vid: Advancing video understanding with gpt-4v (ision),https://arxiv.org/abs/2310.19773,5,"https://scholar.google.com/scholar?cites=12286689398194122588&as_sdt=2005&sciodt=0,5&hl=en",no_related_pages_link,"We present MM-VID, an integrated system that harnesses the capabilities of GPT-4V, combined with specialized tools in vision, audio, and speech, to facilitate advanced video …",no_versions_number,no_all_versions_link,XmoaOJeb
Gpt as knowledge worker: A zero-shot evaluation of (ai) cpa capabilities,https://arxiv.org/abs/2301.04408,25,"https://scholar.google.com/scholar?cites=13061952688538754556&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:_J1P2cNgRbUJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… `text-davinci-003` and prior versions of GPT on both a sample Regulation (REG) exam and … Finally, we find that recent generations of GPT-3 demonstrate material improvements on this …",3,"https://scholar.google.com/scholar?cluster=13061952688538754556&hl=en&as_sdt=0,5",HS3rGoKP
The diagnostic and triage accuracy of the GPT-3 artificial intelligence model,https://www.medrxiv.org/content/10.1101/2023.01.30.23285067.abstract,34,"https://scholar.google.com/scholar?cites=12267651104917625078&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:9hgL4a5zP6oJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Design: We compared the accuracy of GPT-3's diagnostic and triage ability for 48 validated … GPT-3's confidence was for diagnosis and triage. Setting and Participants: The GPT-3 model, …",5,"https://scholar.google.com/scholar?cluster=12267651104917625078&hl=en&as_sdt=0,5",NV8vIfHW
Improving short text classification with augmented data using GPT-3,https://www.cambridge.org/core/journals/natural-language-engineering/article/improving-short-text-classification-with-augmented-data-using-gpt3/4F23066E3F0156382190BD76DA9A7BA5,12,"https://scholar.google.com/scholar?cites=1112306608648728345&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:Ga_Tofe0bw8J:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… a task, in practice GPT-3 requires these … GPT-3 to classify whether a question is related to data science by augmenting a small training set with additional examples generated by GPT-3 …",2,"https://scholar.google.com/scholar?cluster=1112306608648728345&hl=en&as_sdt=0,5",wfbmWiP5
Would chat GPT get a Wharton MBA,https://www.it-world.ru/upload/docs/lkfdgjeroip.pdf,34,"https://scholar.google.com/scholar?cites=18186292637373145982&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:fqPtb8ywYvwJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… Third, the present version of Chat GPT is not capable of handling more advanced process analysis questions, even … As we can see, Chat GPT 3 had no problems with this question. …",no_versions_number,no_all_versions_link,kiPO6BxE
GPT detectors are biased against non-native English writers,https://arxiv.org/abs/2304.02819,52,"https://scholar.google.com/scholar?cites=517481798147034142&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:HsxIJPR2LgcJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… GPT detectors on writing samples from native and non-native English writers. We uncover a concerning pattern: GPT … Further investigation reveals that simply prompting GPT to generate …,4,"https://scholar.google.com/scholar?cluster=517481798147034142&hl=en&as_sdt=0,5",rQM6wogT
Nlx-gpt: A model for natural language explanations in vision and vision-language tasks,http://openaccess.thecvf.com/content/CVPR2022/html/Sammani_NLX-GPT_A_Model_for_Natural_Language_Explanations_in_Vision_and_CVPR_2022_paper.html,25,"https://scholar.google.com/scholar?cites=8662989333140452131&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:I7PVZuYeOXgJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… model (aka, explanation model), eg, GPT. Other than the additional memory resources and inference … We introduce NLX-GPT, a general, compact and faithful language model that can …",9,"https://scholar.google.com/scholar?cluster=8662989333140452131&hl=en&as_sdt=0,5",eb9lZj3V
Is ChatGPT a good translator? Yes with GPT-4 as the engine,https://www.researchgate.net/profile/Wenxiang-Jiao/publication/367359399_Is_ChatGPT_A_Good_Translator_A_Preliminary_Study/links/6416f968a1b72772e40f9f07/Is-ChatGPT-A-Good-Translator-A-Preliminary-Study.pdf,73,"https://scholar.google.com/scholar?cites=267182454226875986&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:UvZoygY5tQMJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","This report provides a preliminary evaluation of ChatGPT for machine translation, including translation prompt, multilingual translation, and translation robustness. We adopt the prompts …",no_versions_number,no_all_versions_link,5socpHlL
Cross-domain detection of GPT-2-generated technical text,https://aclanthology.org/2022.naacl-main.88/,26,"https://scholar.google.com/scholar?cites=1414364500320685722&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:mo6J-ATVoBMJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5",… In this paper we examine the problem of detecting GPT-2-generated technical research text. We first consider the realistic scenario where the defender does not have full information …,2,"https://scholar.google.com/scholar?cluster=1414364500320685722&hl=en&as_sdt=0,5",eW05XYQA
Paper Review:'Sparks of Artificial General Intelligence: Early experiments with GPT-4',https://cis.temple.edu/tagit/presentations/Sparks%20of%20AGI%20Early%20Experiments%20with%20GPT4.pdf,21,"https://scholar.google.com/scholar?cites=2630851572969866509&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:DYWlF5GpgiQJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","• They propose a different approach to studying GPT-4 which is closer to traditional psychology rather than machine learning, leveraging human creativity and curiosity. They aim to …",no_versions_number,no_all_versions_link,RLkMUv8E
T2m-gpt: Generating human motion from textual descriptions with discrete representations,https://arxiv.org/abs/2301.06052,48,"https://scholar.google.com/scholar?cites=6918283307749078091&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:S_TlhQOuAmAJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… For GPT, we incorporate a simple corruption strategy during the training to alleviate training-testing discrepancy. Despite its simplicity, our T2M-GPT … • We show that GPT-like models …",3,"https://scholar.google.com/scholar?cluster=6918283307749078091&hl=en&as_sdt=0,5",2MhZtOPL
Cerebras-GPT: Open compute-optimal language models trained on the Cerebras wafer-scale cluster,https://arxiv.org/abs/2304.03208,20,"https://scholar.google.com/scholar?cites=16168463341727784754&as_sdt=2005&sciodt=0,5&hl=en","https://scholar.google.com/scholar?q=related:Mh-cv77rYeAJ:scholar.google.com/&scioq=gpt&hl=en&as_sdt=0,5","… We introduce Cerebras-GPT, our open effort to combine recent LLM efficient scaling … Cerebras-GPT is a family of GPT-3like models that we scale from 111M to 13B parameters. We train …",2,"https://scholar.google.com/scholar?cluster=16168463341727784754&hl=en&as_sdt=0,5",gfMawcuq
